Lat,Long,Venue_Type,Venue_Name,Created_On
55.46387523,43.19436908,atm,Крипто Маркет,1585140317
55.46362889,43.1889993,shopping,Крипто Маркет,1585140392
56.99232173,40.97973347,atm,Крипто Маркет,1585140444
55.68077839,37.58199692,atm,Крипто Маркет,1585140493
55.75281545,37.63589859,atm,Крипто Маркет,1585140524
55.75011948,37.56148338,shopping,Крипто Маркет,1585140581
55.74691607,37.53628135,shopping,Крипто Маркет,1585140675
55.42710183,37.54451036,atm,Крипто Маркет,1585140743
55.43135111,37.5570631,transport,Крипто Маркет,1585140802
55.41783461,37.54835129,shopping,Крипто Маркет,1585140865
43.58564453,39.72304344,atm,Крипто Маркет,1585140976
43.42923725,39.92611885,shopping,Крипто Маркет,1585141100
55.79163129,49.11884308,atm,Крипто Маркет,1585141291
55.81859615,49.08373833,atm,Крипто Маркет,1585141330
55.76744835,49.11549568,shopping,Крипто Маркет,1585141385
55.83093875,49.15514946,atm,Крипто Маркет,1585141438
54.90272114,49.93985653,shopping,Крипто Маркет,1585205328
55.36652729,50.62980652,shopping,Крипто Маркет,1585205417
54.88766665,52.28668213,shopping,Крипто Маркет,1585205478
55.73493945,52.3956871,shopping,Крипто Маркет,1585205527
55.63594208,51.80980682,shopping,Крипто Маркет,1585205572
53.62692797,55.93345642,shopping,Крипто Маркет,1585205653
56.09162421,54.24937248,shopping,Крипто Маркет,1585205701
56.84071028,53.22584152,shopping,Крипто Маркет,1585205761
57.99809232,56.26407623,shopping,Крипто Маркет,1585205869
64.54969422,40.53440094,shopping,Крипто Маркет,1585205961
64.53678182,40.33475876,shopping,Крипто Маркет,1585206104
64.55729124,39.84054565,shopping,Крипто Маркет,1585206148
59.89031477,30.28038025,shopping,Крипто Маркет,1585206247
60.00568044,30.25291443,atm,Крипто Маркет,1585206297
46.06487894,14.55214262,cafe,Bar Na Vrtu,1589524024
59.83291257,30.14511108,atm,Крипто Маркет,1585206349
59.97631836,30.37685394,transport,Крипто Маркет,1585206388
58.52498829,31.2610817,shopping,Крипто Маркет,1585206432
58.60766303,49.6732235,shopping,Крипто Маркет,1585206537
58.54550732,50.04341125,shopping,Крипто Маркет,1585206574
66.08386715,76.65959358,shopping,Крипто Маркет,1585206708
66.08264927,76.68534279,atm,Крипто Маркет,1585206755
65.9108423,78.22184086,shopping,Крипто Маркет,1585206806
51.82315311,107.6023293,shopping,Крипто Маркет,1585207666
51.74084876,107.285614,shopping,Крипто Маркет,1585207703
52.27971148,104.3024826,shopping,Крипто Маркет,1585207786
52.30637946,104.3117523,atm,Крипто Маркет,1585207852
52.31267664,104.2482376,atm,Крипто Маркет,1585207886
52.52055583,103.8714409,shopping,Крипто Маркет,1585208181
52.55261088,103.8838863,atm,Крипто Маркет,1585208230
56.29139456,101.68396,shopping,Крипто Маркет,1585208769
56.13416785,101.575985,shopping,Крипто Маркет,1585208798
55.93112543,98.00319672,shopping,Крипто Маркет,1585208850
53.02295395,158.6466122,shopping,Крипто Маркет,1585241904
53.03481356,158.644681,transport,Крипто Маркет,1585241931
53.01786519,158.650834,atm,Крипто Маркет,1585241973
59.56748419,150.7945633,shopping,Крипто Маркет,1585242052
59.5585271,150.7965159,transport,Крипто Маркет,1585242083
59.54908915,150.8273077,atm,Крипто Маркет,1585242118
43.12310115,131.8804407,shopping,Крипто Маркет,1585242257
43.10944265,131.878252,transport,Крипто Маркет,1585242284
43.12642134,131.8895388,atm,Крипто Маркет,1585242330
43.17326056,131.9203949,atm,Крипто Маркет,1585242367
43.35420505,132.188015,shopping,Крипто Маркет,1585242396
43.79117169,131.9543839,shopping,Крипто Маркет,1585242426
45.46840782,133.3939576,shopping,Крипто Маркет,1585242481
42.82247665,132.8832006,shopping,Крипто Маркет,1585242547
50.5723356,136.9928169,shopping,Крипто Маркет,1585242842
50.55445248,136.9528198,transport,Крипто Маркет,1585242878
50.61145851,137.0552158,lodging,Крипто Маркет,1585242943
56.02198872,92.83979416,shopping,Крипто Маркет,1585243130
56.02601787,92.88579941,atm,Крипто Маркет,1585243179
56.0014527,92.81404495,transport,Крипто Маркет,1585243239
55.99463694,92.9649353,shopping,Крипто Маркет,1585243268
53.69487703,91.69309616,shopping,Крипто Маркет,1585243318
53.72271667,91.43890858,shopping,Крипто Маркет,1585243356
53.70740207,91.43358707,default,Крипто Маркет,1585243389
55.05256343,82.90961266,atm,Крипто Маркет,1585243743
55.0490725,82.97132492,shopping,Крипто Маркет,1585243768
54.95514577,82.89459229,transport,Крипто Маркет,1585243873
53.35403508,83.75976563,shopping,Крипто Маркет,1585243950
56.48448698,84.9958992,shopping,Крипто Маркет,1585244040
56.43602092,84.93667603,transport,Крипто Маркет,1585244070
55.35023152,86.05882645,shopping,Крипто Маркет,1585244122
55.39675914,86.10895157,transport,Крипто Маркет,1585244156
53.75206043,87.15162277,shopping,Крипто Маркет,1585244204
54.99945362,73.36620569,shopping,Крипто Маркет,1585244300
54.98056904,73.39244843,transport,Крипто Маркет,1585244334
57.10511384,65.69343567,shopping,Крипто Маркет,1585244402
46.01236169,15.29007196,cafe,Bar Todi,1589527417
58.20150415,68.25046062,shopping,Крипто Маркет,1585244452
55.16389207,61.41507626,atm,Крипто Маркет,1585244499
55.15675769,61.38782501,shopping,Крипто Маркет,1585244539
55.19626267,61.35048866,atm,Крипто Маркет,1585244579
55.7701039,60.70684433,shopping,Крипто Маркет,1585244643
56.81807513,60.55123329,shopping,Крипто Маркет,1585244691
56.81290752,60.61182976,atm,Крипто Маркет,1585244748
56.76533202,60.62427521,shopping,Крипто Маркет,1585244776
57.9177883,59.9656105,shopping,Крипто Маркет,1585244823
57.90677717,59.99230385,shopping,Крипто Маркет,1585244860
49.19078093,16.62116647,default,Adam Kolek - Specialista na E-mail Marketing,1585314900
49.19081248,16.62127912,default,ko-bot | Vytváříme chatboty,1585315088
49.12477392,18.41250658,default,"DIGITAL STEEL, s.r.o.",1585428287
29.80147519,-95.56697845,shopping,Dollmotions,1585468375
-33.03724257,-61.16261601,default,Gabriel Casafu,1585586442
45.92667355,13.64285231,shopping,Horti,1585666555
45.91913193,14.23077643,shopping,Doget online store,1585212178
46.04430325,14.47591424,default,Hram lepote,1585918544
46.04414314,14.4758606,default,Australian Gold,1585918803
41.33094373,-81.46052241,shopping,anthonymrugacz.com,1585957358
20.55148336,-102.5103217,shopping,Mony's Boutique,1585997690
11.6855229,-84.45568085,default,Americantel,1585693061
37.26703897,-107.0110631,shopping,Bookends,1585715043
46.35682484,14.16479945,default,"Meganet369, storitveni in svetovalni center",1585739243
40.0026678,-83.00059319,default,Block 11 Crypto,1585754196
47.49450881,8.896254301,shopping,GOLDENGREEN GmbH,1585777763
66.08433689,76.67942047,default,WB Change,1585852829
55.72529751,37.57668614,default,WB Change,1585852981
4.962891093,-73.91707778,shopping,Jewelry's World A&S,1585873604
4.75809799,-74.02896078,shopping,INNOVA,1585888224
40.82024807,29.29216862,default,cengiz makina tesis degerleme,1586016378
-34.67437634,-58.67692896,shopping,JM repuestos Ituzaingo,1586166194
48.97747775,14.47414935,default,Řezníček & Co.,1586193662
46.05029024,14.48521614,default,Domas-Kont,1586342824
39.97674191,32.74522305,grocery,eyüp market,1586364745
41.89953003,12.49145508,default,National Office,1586386525
64.1126212,-21.8485558,transport,Magma Motors,1586506891
53.54404975,-2.426095605,shopping,Red Light Man,1586712928
4.460111462,-75.15438616,lodging,VILLA LEONES ,1586734937
41.52612196,-70.67358971,default,JSK Tree Care,1586802823
9.95094987,-84.05302763,default,Buy RE CR,1586851159
46.05223736,14.50834215,shopping,Saloon online store,1586861662
-34.62621603,-58.47172201,default,TETRAKIS 3D,1588091494
47.40852636,8.545126319,default,LAWGATE,1586861816
43.66926853,-79.32712555,default,EBMforbettertreatment,1586999661
37.95240831,23.69722545,default,Delta Strom,1587013350
46.10636438,14.52763259,grocery,Sadjevpisarni.si online store,1587031314
45.84891701,14.69520628,default,SVETANGELOV online store	,1587042257
42.52189751,27.43670762,food,Pantastic Pancakes,1587116758
42.67844839,23.32014441,food,American Pancakes Story,1587117266
43.07226184,25.60717285,food,Bar&Grill Kolata,1587118761
42.48416407,26.51066422,shopping,Slim Computers,1587119084
42.82446753,23.35563004,shopping,Green Mobile,1587119515
46.06563452,14.54306602,shopping,Nogavice.net online store,1587131526
41.37458654,2.142677307,nightlife,Harem Barcellona,1587209243
37.65999143,44.98622417,default,اروم نت,1587397884
37.55045095,45.06689429,default,اروم نت,1587398263
46.09484832,15.57314157,default,Puffi online store,1587466169
45.84861808,15.81110716,shopping,Oprema za kupaonice online store,1587630611
45.33232754,16.97102308,shopping,Apotekos online store,1587631573
35.72249736,139.763158,shopping,tokibakari,1587545239
39.57350518,2.662677169,shopping,MUNDO-DIGITAL,1587551953
50.09988832,14.43670034,shopping,M0ST Napoje / Beverages,1587634140
42.7042155,23.32338452,food,Fast Food Oops,1587635476
45.81330703,15.9711653,shopping,Zadruga za etično financiranje,1587745863
48.20578859,16.37564242,default,"Anita Posch, Bitcoin & Co.",1587883582
43.83415917,-79.51638758,default,Best Dance Classes for Adults & Kids in Vaughan,1588003449
6.078467611,-75.42436123,shopping,Salon de Belleza AMY Barber Shop,1588016916
43.64289232,10.79687834,food,Inserrata Organic Winery,1588537612
4.669692036,-74.05342519,food,ENTRIGADAS,1588106816
4.637900366,-74.06940043,food,ENTRIGADAS,1588107468
46.11855107,14.54931557,shopping,Anni online store,1588142825
46.07306316,14.49943185,default,KN Shop online store,1588244548
9.938110188,-84.11002994,default,Costa Rican Vacations,1588259964
37.49883142,-77.62802124,default,International Plumbing,1588604462
43.20236826,27.91633487,shopping,Party Land,1588605623
10.07945615,-84.47318494,atm,Exchange $₡₿,1588305752
30.21432476,75.09396136,shopping,DARSHAN KUMAR NARESH KUMAR,1588354554
30.21446846,75.09397209,shopping,DKNK,1588354694
30.2302933,75.09578526,shopping,DARSHAN KUMAR NARESH KUMAR,1588355019
30.23017279,75.09557068,shopping,DKNK,1588355059
30.21989666,75.08923531,shopping,DARSHAN KUMAR NARESH KUMAR,1588355223
30.22021186,75.08923531,shopping,DKNK,1588355256
30.21424595,75.09402573,default,MAHESHWARI,1588355565
48.83141535,16.40217483,default,POLI-CARS,1588681943
49.56981129,0.9446418285,default,Pavilly Lavage,1588687656
37.19504001,40.59109211,shopping,mardinbilişim,1588368319
10.39812736,-75.52139282,grocery,Detodito,1588724300
10.39414899,-75.51916122,default,Ednas Ship Chandler,1588728055
40.28531632,-74.56402123,atm,Bitcoin ATM,1588860184
45.33134704,14.44609344,default,International company marine & hotel resort,1588862660
1.343288132,103.7760079,default,Economics Tuition in Bukit Timah Singapore | JC Economics Education Centre Pte Ltd,1588863648
46.1929255,7.338142991,nightlife,Bar Le Barlouca,1588906315
44.49236502,11.32566512,default,Ambulatorio Veterinario Guidotti,1588951430
28.47347295,-81.36572778,food,Grassdogs LLC,1588964116
4.716115121,-74.10905421,sports,La Tienda del Pana,1589347616
43.08208516,25.63211739,food,Doner and Burger Express,1589369964
51.04150858,2.37452209,default,Céline Gasperini Psychologue,1589030246
36.84014619,-2.464247346,food,Milestone Hamburgueseria,1589127190
46.04649632,14.51744556,default,Iccounting Slovenia,1589200687
46.05586708,14.50944722,default,ID Factory hair group Ladies only,1589201244
46.05580008,14.50944185,default,ID Factory hair group Unisex - Barber,1589201120
46.07869352,14.48410034,cafe,Zvezda,1589201643
-31.32838273,-64.26624835,food,Los Terneros,1589228489
-22.42955507,-46.84009194,default,Nectho,1589254362
22.30095892,114.1742027,atm,Easy Coin HK,1589272870
45.95591234,14.73734379,default,Računalniški mojster,1589275605
41.11216566,1.142283082,food,La Pepa Chuches,1589285311
46.24431751,15.2592963,shopping,InfinitiCUP online store,1589296453
46.00223084,8.949587345,shopping,Orologeria Somazzi,1589296794
43.89910614,-78.91815305,default,Sheridan Home Improvements,1589304309
42.86100801,25.32480597,shopping,Vesta V i S,1589370739
42.15843287,24.73887205,shopping,Vesta V i S,1589370329
42.4799982,26.51373267,default,SDK,1589371077
46.25296472,14.45582449,transport,Avtoservis Selan,1589371328
46.0197975,14.54229891,cafe,Coffee shop P,1589527617
36.7173523,-4.421144128,default,PM Abogados,1589653233
46.07525136,6.564878225,shopping,CITADEL Vault,1589811913
20.02083498,-75.80420494,lodging,Casa Piñol,1589808399
