,Lat,Long,Venue_Type,Venue_Name,Created_On,latlong,Country
515,46.06543725,14.54975545,cafe,Happy End Cafe	,1583754116,"(46.06543725, 14.54975545)",SI
516,46.13086147,14.66859341,default,Fan vit-as,1583754287,"(46.13086147, 14.66859341)",SI
517,46.06610349,14.54951406,cafe,Happy End Cafe	,1583754324,"(46.06610349, 14.54951406)",SI
518,46.06534792,14.54961061,cafe,Vrt Ljubljana,1583754361,"(46.06534792, 14.54961061)",SI
519,46.15292852,14.62433159,default,De-vita,1583754435,"(46.15292852, 14.62433159)",SI
520,46.052211299999996,14.50280607,cafe,Bar Komuna,1583754573,"(46.052211299999996, 14.50280607)",SI
521,46.16367079,14.66934443,default,Gas David Gostič s.p.,1583754716,"(46.16367079, 14.66934443)",SI
522,45.34452213,14.38320637,default,"Foto Kurti, Trg rijeckih olimpijaca",1583754682,"(45.34452213, 14.38320637)",HR
523,46.059303,14.53467607,default,F.dvor tiskarna,1583755018,"(46.059303, 14.53467607)",SI
524,46.00446657,8.953095675,shopping,Imove,1583755020,"(46.00446657, 8.953095675)",CH
525,45.3265951,14.44513321,default,"Foto Kurti, Uzarska",1583755027,"(45.3265951, 14.44513321)",HR
526,46.05932534,14.53476191,default,Spletna tiskarna,1583755095,"(46.05932534, 14.53476191)",SI
527,46.08363497,14.48409498,cafe,Dobra Hiša,1583755300,"(46.08363497, 14.48409498)",SI
528,46.05166403,14.50914681,food,Južna na plac,1583755420,"(46.05166403, 14.50914681)",SI
529,46.00703382,8.955922722999999,default,FinLantern,1583755490,"(46.00703382, 8.955922722999999)",CH
530,46.05167519,14.50928092,cafe,Kofe na plac,1583755492,"(46.05167519, 14.50928092)",SI
531,45.58817027,17.21811891,shopping,Dundo i Štefica,1583755499,"(45.58817027, 17.21811891)",HR
532,46.088055100000005,14.47566748,food,Vozi Miško,1583755618,"(46.088055100000005, 14.47566748)",SI
533,46.00989901,8.949147463,default,Novaretis - digital investment consulting,1583755705,"(46.00989901, 8.949147463)",CH
534,45.33189386,14.46487427,food,Konoba Tarsa,1583755711,"(45.33189386, 14.46487427)",HR
535,46.02214054,14.53585088,food,Vozi Miško,1583755729,"(46.02214054, 14.53585088)",SI
536,46.00682889,8.955847621,food,Staglio - La pizza al taglio,1583760271,"(46.00682889, 8.955847621)",CH
537,46.25184077,15.16511321,default,Kreativna Fabrika,1583760476,"(46.25184077, 15.16511321)",SI
538,46.34036549,15.17995119,sports,Yogi Moto Center,1583761386,"(46.34036549, 15.17995119)",SI
539,45.32751535,14.44301426,food,Primorska Konoba,1583761499,"(45.32751535, 14.44301426)",HR
540,46.06815426,14.46960568,cafe,Kačji Pastir,1583761501,"(46.06815426, 14.46960568)",SI
541,45.99319385,8.946062922000001,shopping,Vulkan Lugano,1583761580,"(45.99319385, 8.946062922000001)",CH
542,45.99341374,8.945960999,food,Ristorante Pizzeria Bar Domino,1583761722,"(45.99341374, 8.945960999)",CH
543,46.13219236,14.5618093,shopping,Cvetličarna Anaeva,1583761751,"(46.13219236, 14.5618093)",SI
544,45.32529391,14.44395304,shopping,Garica CBD Shop,1583761866,"(45.32529391, 14.44395304)",HR
545,46.00979096,8.955375552000001,shopping,Balmelli Outlet Sport,1583761871,"(46.00979096, 8.955375552000001)",CH
546,45.3265951,14.44401205,shopping,Vintage Room,1583762176,"(45.3265951, 14.44401205)",HR
547,46.01143028,8.959490061,shopping,Musicdoor HIFI Sagl,1583762285,"(46.01143028, 8.959490061)",CH
548,46.00731699,8.968250155,shopping,Smart Rent,1583762457,"(46.00731699, 8.968250155)",CH
549,46.00721639,8.954436779,shopping,Balmellino,1583762011,"(46.00721639, 8.954436779)",CH
550,45.32710426,14.44370091,shopping,Mare Art,1583762535,"(45.32710426, 14.44370091)",HR
551,46.00563284,8.951502442,shopping,Storica,1583762605,"(46.00563284, 8.951502442)",CH
552,46.24403555,14.34977531,shopping,Anina kuhinja online store	,1583762652,"(46.24403555, 14.34977531)",SI
553,46.00714559,8.954415321,shopping,Balmelli Sport,1583762177,"(46.00714559, 8.954415321)",CH
554,46.00773429,8.953315616,shopping,Ottica Vicari,1583762751,"(46.00773429, 8.953315616)",CH
555,45.98299613,8.956373334,food,Ristorante Capo San Martino,1583762874,"(45.98299613, 8.956373334)",IT
556,46.37247237,15.39068699,shopping,Harmonija.net online store,1583762867,"(46.37247237, 15.39068699)",SI
557,45.35096905,14.38202083,shopping,Mateyaneira,1583762909,"(45.35096905, 14.38202083)",HR
558,46.00656434,8.951824307,shopping,New Trends SA Real Estate Services,1583762976,"(46.00656434, 8.951824307)",CH
559,45.75804725,13.83281171,default,Zvita feltna,1583763078,"(45.75804725, 13.83281171)",IT
560,46.00613585,8.953868151,shopping,Tech technology everyday,1583763212,"(46.00613585, 8.953868151)",CH
561,46.35468856,16.15264893,shopping,Mijo Majhen Hair,1583763276,"(46.35468856, 16.15264893)",HR
562,46.55984516,15.647841099999999,shopping,Trgovina Luna,1583763289,"(46.55984516, 15.647841099999999)",SI
563,46.55419031,15.65409601,shopping,Trgovina LUNA,1583763401,"(46.55419031, 15.65409601)",SI
564,46.00455599,8.952113986,cafe,Mauri Concept,1583763409,"(46.00455599, 8.952113986)",CH
565,46.41931409,15.8723259,shopping,LUNA outlet,1583763605,"(46.41931409, 15.8723259)",SI
566,46.00119492,8.949818015,attraction,Debarcadero Lugano Centrale,1583763677,"(46.00119492, 8.949818015)",CH
567,47.37357161,8.53515923,cafe,Manuel's,1583763999,"(47.37357161, 8.53515923)",CH
568,46.45350337,15.67587018,cafe,Kava bar Joca,1583765961,"(46.45350337, 15.67587018)",SI
569,46.48601282,13.78920972,lodging,Hostel Snezinka,1583766086,"(46.48601282, 13.78920972)",SI
570,46.45914653,15.82026958,default,Avto Šajn,1583766374,"(46.45914653, 15.82026958)",SI
571,46.34773116,14.16828096,food,Wrapping,1583766579,"(46.34773116, 14.16828096)",SI
572,46.04339844,14.50512886,food,Restavracija Manna,1583766698,"(46.04339844, 14.50512886)",SI
573,45.70331339,13.86839926,default,DRM,1583766837,"(45.70331339, 13.86839926)",SI
574,46.07328273,14.49714661,default,DRM,1583766946,"(46.07328273, 14.49714661)",SI
575,46.239435,15.25099218,default,DRM,1583767111,"(46.239435, 15.25099218)",SI
576,45.82693772,15.18537998,cafe,Rdeča Češnja,1583767367,"(45.82693772, 15.18537998)",SI
577,46.63808563,16.16599023,food,EXPANO Food&Drink,1583767541,"(46.63808563, 16.16599023)",SI
578,46.55693112,15.64490676,food,Takos ,1583767774,"(46.55693112, 15.64490676)",SI
579,46.55365541,15.65424085,food,Takos ,1583767624,"(46.55365541, 15.65424085)",SI
580,46.11366854,14.46148932,cafe,Cojzla,1583767996,"(46.11366854, 14.46148932)",SI
581,46.55985622,15.6417954,food,Bubble Waffle,1583768360,"(46.55985622, 15.6417954)",SI
582,46.391649,15.57266951,shopping,GSM aparati,1583768701,"(46.391649, 15.57266951)",SI
583,46.35221524,15.12780905,shopping,GSM aparati,1583768846,"(46.35221524, 15.12780905)",SI
584,46.5453804,14.96373296,shopping,GSM aparati,1583768998,"(46.5453804, 14.96373296)",SI
585,45.32664036,14.44481671,shopping,Sally Atelier,1583769215,"(45.32664036, 14.44481671)",HR
586,45.31756156,14.46974516,shopping,Sally Atelier TCR,1583769391,"(45.31756156, 14.46974516)",HR
587,45.32245381,14.461371300000001,shopping,BigBox Outlet,1583769812,"(45.32245381, 14.461371300000001)",HR
588,45.70301742,16.39404774,default,Maya´s beauty concept store,1583770000,"(45.70301742, 16.39404774)",HR
589,31.38715682,34.74022372,default,Pharmanice,1585536911,"(31.38715682, 34.74022372)",IL
590,5.617822319,-73.81563127,shopping,La esquina del calzado,1583789392,"(5.617822319, -73.81563127)",CO
591,5.61829212,-73.81533623,shopping,El descalzo,1583789572,"(5.61829212, -73.81533623)",CO
592,5.618331437999999,-73.81522174,default,Bodega el descalzo,1583789623,"(5.618331437999999, -73.81522174)",CO
593,5.618425586,-73.81513238,shopping,Calza jarvill,1583789761,"(5.618425586, -73.81513238)",CO
594,5.618251596,-73.81507344,shopping,Manufacturas en cuero el corcel,1583789890,"(5.618251596, -73.81507344)",CO
595,5.61666383,-73.8153255,shopping,Innovación deportiva,1583790309,"(5.61666383, -73.8153255)",CO
596,5.617491814,-73.81560441,default,Tienda de tecnología e internet,1583790920,"(5.617491814, -73.81560441)",CO
597,45.32836015,14.44034815,cafe,Klub Bačva,1583828581,"(45.32836015, 14.44034815)",HR
598,45.79405537,16.03400946,shopping,"Kerver, Zagreb - CCO East",1583829331,"(45.79405537, 16.03400946)",HR
599,45.79974031,15.88515759,shopping,Kerver CCO West,1583829784,"(45.79974031, 15.88515759)",HR
600,45.73546672,16.0160923,default,GoodGate,1583831815,"(45.73546672, 16.0160923)",HR
601,43.08233983,25.64112961,lodging,Architect's House Hostel,1583831834,"(43.08233983, 25.64112961)",BG
602,43.09801776,25.66876173,food,Mehana Arbat,1583832033,"(43.09801776, 25.66876173)",BG
603,42.48558824,26.50621712,attraction,Magic of Zain,1583832430,"(42.48558824, 26.50621712)",BG
604,44.95927894,14.408741000000001,default,Kontent,1583832451,"(44.95927894, 14.408741000000001)",HR
605,42.67252458,23.35495949,default,Priori Estates,1583832742,"(42.67252458, 23.35495949)",BG
606,45.81716553,15.89484036,default,Vizazistica Dajana Pajkic,1583832783,"(45.81716553, 15.89484036)",HR
607,43.084099,25.63880682,cafe,Old Capital's Bar,1583832889,"(43.084099, 25.63880682)",BG
608,45.38088291,14.37810481,default,Blockadopt,1583833472,"(45.38088291, 14.37810481)",HR
609,42.48346779999999,26.51007414,cafe,Cafe-Club Cult,1583833622,"(42.48346779999999, 26.51007414)",BG
610,46.2420581,14.35478032,default,Creina,1583833677,"(46.2420581, 14.35478032)",SI
611,46.16570308,14.57180321,default,Pr'brivcu,1583833959,"(46.16570308, 14.57180321)",SI
612,46.07535928,14.51252103,default,Lompack,1583834135,"(46.07535928, 14.51252103)",SI
613,45.35164009,14.36654449,shopping,Harreither,1583834330,"(45.35164009, 14.36654449)",HR
614,45.77392527,15.96016824,default,Centar za kvalitetu i sigurnost,1583834686,"(45.77392527, 15.96016824)",HR
615,46.06142103,14.54354346,default,Cube Fit food&burgers,1583835269,"(46.06142103, 14.54354346)",SI
616,46.05237138,14.50853527,default,Kalček,1583835570,"(46.05237138, 14.50853527)",SI
617,46.42536014,15.88365555,shopping,Kmetijska trgovina Ptuj - Zadružnik,1583835628,"(46.42536014, 15.88365555)",SI
618,45.32673465,14.4441247,cafe,Stop Caffe & club,1583835646,"(45.32673465, 14.4441247)",HR
619,46.08643294,14.47623074,default,Kalček ,1583835974,"(46.08643294, 14.47623074)",SI
620,45.32731546,14.44758475,food,"Market Smiljana, Titov trg",1583836062,"(45.32731546, 14.44758475)",HR
621,46.02282965,15.89798391,shopping,Uzagorju.com,1583836120,"(46.02282965, 15.89798391)",HR
622,46.02283337,15.89791417,shopping,Incredible-croatia.com,1583836264,"(46.02283337, 15.89791417)",HR
623,46.019234999999995,15.88980854,shopping,"Alati Milić, Zabok",1583836411,"(46.019234999999995, 15.88980854)",HR
624,46.06350548,14.544863099999999,default,Radha Govinda,1583836579,"(46.06350548, 14.544863099999999)",SI
625,45.80603795,15.9691751,shopping,Rijeka Adventures,1583836598,"(45.80603795, 15.9691751)",HR
626,45.80932486,15.88948131,shopping,"Alati Milić, Malešnica",1583836640,"(45.80932486, 15.88948131)",HR
627,43.51728372,16.45911276,shopping,"Alati Milić, Split 2",1583837173,"(43.51728372, 16.45911276)",HR
628,45.32532031,14.44276214,cafe,Phanas Pub,1583837311,"(45.32532031, 14.44276214)",HR
629,45.32689305,14.44225788,shopping,Sex shop Taboo,1583837495,"(45.32689305, 14.44225788)",HR
630,46.16787275,14.56622958,default,Pr'Fartku,1583839569,"(46.16787275, 14.56622958)",SI
631,46.06432063,14.51071858,default,Kavarna Mikavna,1583839803,"(46.06432063, 14.51071858)",SI
632,46.36925957,15.90086997,default,Kmetijska trgovina Videm pri Ptuju,1583839872,"(46.36925957, 15.90086997)",SI
633,46.32917623,15.93614101,shopping,Kmetijska trgovina Leskovec,1583841112,"(46.32917623, 15.93614101)",SI
634,46.3784348,16.05544031,shopping,Kmetijska trgovina Zavrč,1583842946,"(46.3784348, 16.05544031)",SI
635,46.43331329,15.95169246,shopping,Kmetijska trgovina Dornava,1583843322,"(46.43331329, 15.95169246)",SI
636,45.32655362,14.44431245,cafe,Samovar Bar,1583843813,"(45.32655362, 14.44431245)",HR
637,45.80132227,16.00943506,shopping,Emobile Online store,1583843818,"(45.80132227, 16.00943506)",HR
638,45.77990034,15.9939158,sports,Triggerimpulse,1583844578,"(45.77990034, 15.9939158)",HR
639,43.26152646,16.65874422,cafe,Big Blue Caffe Bar,1583844669,"(43.26152646, 16.65874422)",HR
640,45.32814141,14.44025695,shopping,Voyager Travel Agency,1583844759,"(45.32814141, 14.44025695)",HR
641,43.25992866,16.63986683,sports,Big Blue Bike Center no. 1,1583844779,"(43.25992866, 16.63986683)",HR
642,43.25886605,16.64384723,sports,Big Blue Windsurfing Center,1583844480,"(43.25886605, 16.64384723)",HR
643,45.3816591,14.385749100000002,food,Pizzeria Podroom,1583845059,"(45.3816591, 14.385749100000002)",HR
644,43.2605381,16.64297819,sports,Big Blue Bike Center no. 2,1583845155,"(43.2605381, 16.64297819)",HR
645,43.26053028,16.64290309,shopping,Big Blue Sport Shop no. 2,1583845227,"(43.26053028, 16.64290309)",HR
646,43.26153428,16.65866375,shopping,Big Blue Sport Shop,1583844983,"(43.26153428, 16.65866375)",HR
647,45.81467548,15.97768307,cafe,Harats Pub,1583845563,"(45.81467548, 15.97768307)",HR
648,45.79658748,15.91678083,default,Mark-Logistika,1583846178,"(45.79658748, 15.91678083)",HR
649,45.79825555,15.91174901,default,Bačani,1583846247,"(45.79825555, 15.91174901)",HR
650,45.64512449,16.4786607,default,Ljilja Paradise Nails,1583846904,"(45.64512449, 16.4786607)",HR
651,43.51331569,16.50322437,shopping,Alo Alo - Smartphone shop & Service,1583847061,"(43.51331569, 16.50322437)",HR
652,43.51894088,16.48344576,shopping,Alo Alo - Mall of Split,1583847219,"(43.51894088, 16.48344576)",HR
653,45.81083176,15.95347345,cafe,Primarius craft pivovara,1583847240,"(45.81083176, 15.95347345)",HR
654,43.71258791,15.91193676,shopping,Alo Alo Tele2 centar,1583847639,"(43.71258791, 15.91193676)",HR
655,46.28064443,14.52616274,default,Terasa Krvavec,1583847644,"(46.28064443, 14.52616274)",SI
656,45.82387241,16.06406093,transport,Taxi,1583847660,"(45.82387241, 16.06406093)",HR
657,43.71256465,15.911765099999998,shopping,Alo Alo Dalmare,1583847783,"(43.71256465, 15.911765099999998)",HR
658,46.05405039,14.50722635,default,Čevljarna Kopito,1583847881,"(46.05405039, 14.50722635)",SI
659,45.87114907,15.82737207,food,Chubby okruglice štand,1583847981,"(45.87114907, 15.82737207)",HR
660,43.44239573,16.68269634,shopping,Alo Alo - PC Studenac,1583848080,"(43.44239573, 16.68269634)",HR
661,43.51484458,16.25202477,shopping,Alo Alo Trogir,1583848203,"(43.51484458, 16.25202477)",HR
662,44.03500487,16.19736671,shopping,Alo Alo Knin,1583848379,"(44.03500487, 16.19736671)",HR
663,43.50998546,16.44642591,shopping,Alo Alo,1583848513,"(43.50998546, 16.44642591)",HR
664,45.83700719,16.06978476,shopping,Marmat revolution,1583848399,"(45.83700719, 16.06978476)",HR
665,45.22951577,14.62478757,transport,VIP TAXI,1583848885,"(45.22951577, 14.62478757)",HR
666,45.51639903,18.72511804,default,Altera Vita,1583848828,"(45.51639903, 18.72511804)",HR
667,45.38093566,14.38365161,cafe,Infinity Caffe & Night bar,1583849073,"(45.38093566, 14.38365161)",HR
668,45.48031731,15.55705905,shopping,"KARIĆ Automobili, prodaja",1583849142,"(45.48031731, 15.55705905)",HR
669,46.055885700000005,14.56377804,default,Stipič Yacht,1583849151,"(46.055885700000005, 14.56377804)",SI
670,45.48036996,15.55704296,default,"KARIĆ Automobili, servis",1583849211,"(45.48036996, 15.55704296)",HR
671,46.05594154,14.56376195,default,Avtodomi Stipič ,1583849346,"(46.05594154, 14.56376195)",SI
672,45.32891078,14.43952203,default,Klub Mladih Rijeka,1583849364,"(45.32891078, 14.43952203)",HR
673,46.05595643,14.56383705,default,Avtoservis in vulkanizerstvo Stipič,1583849428,"(46.05595643, 14.56383705)",SI
674,45.81176654,15.97324669,food,Muzej čokolade Zagreb,1583849579,"(45.81176654, 15.97324669)",HR
675,45.75483592,16.08359277,shopping,MPS Velika Gorica,1583849657,"(45.75483592, 16.08359277)",HR
676,45.80926129,15.97239375,shopping,Octopus Piercing,1583849730,"(45.80926129, 15.97239375)",HR
677,46.00054281,14.02257264,default,Velo center,1583849974,"(46.00054281, 14.02257264)",SI
678,46.51317594,15.08326828,default,Velo center,1583850125,"(46.51317594, 15.08326828)",SI
679,45.54268998,13.73182654,default,Kalček ,1583848039,"(45.54268998, 13.73182654)",SI
680,45.5427576,13.73175144,default,Velocenter,1583850311,"(45.5427576, 13.73175144)",SI
681,46.10481714,14.536918400000001,sports,Velocenter,1583850446,"(46.10481714, 14.536918400000001)",SI
682,45.56493523,14.24639225,sports,Velocenter ,1583851411,"(45.56493523, 14.24639225)",SI
683,46.16442501,14.30693507,default,Bokal sport,1583852106,"(46.16442501, 14.30693507)",SI
684,46.16357419,14.56955552,default,Speak up,1583852549,"(46.16357419, 14.56955552)",SI
685,46.22222773,14.6075356,shopping,Zlata ptička,1583852738,"(46.22222773, 14.6075356)",SI
686,45.80935851,15.95414937,shopping,MOTO MONDO - Prodaja,1583852901,"(45.80935851, 15.95414937)",HR
687,45.80933234,15.95425665,default,MOTO MONDO - Servis,1583853003,"(45.80933234, 15.95425665)",HR
688,45.74123251,16.06630325,transport,Nirik Zagreb Airport Transfers,1583853087,"(45.74123251, 16.06630325)",HR
689,45.81959192,15.97627759,default,Salon Teuta,1583853201,"(45.81959192, 15.97627759)",HR
690,45.32352876,14.467191699999999,shopping,Orijent 1919 Fan shop,1583853323,"(45.32352876, 14.467191699999999)",HR
691,45.34765143,14.31912303,cafe,Kaokakao,1583853658,"(45.34765143, 14.31912303)",HR
692,45.32790381,14.44203794,cafe,Caffe Bar Iskra,1583853488,"(45.32790381, 14.44203794)",HR
693,45.33090957,14.43025231,cafe,Cafe 2020,1583853888,"(45.33090957, 14.43025231)",HR
694,45.32608217,14.44178581,shopping,4 elements,1583854000,"(45.32608217, 14.44178581)",HR
695,45.51061758,16.05323553,shopping,MPS Hotnja,1583854452,"(45.51061758, 16.05323553)",HR
696,45.67471753,15.57881176,shopping,MPS Hotnja,1583853634,"(45.67471753, 15.57881176)",HR
697,45.56280199,16.20813847,shopping,MPS Hotnja,1583853886,"(45.56280199, 16.20813847)",HR
698,45.76866802,15.80327511,shopping,MPS Hotnja,1583854573,"(45.76866802, 15.80327511)",HR
699,45.69198322,15.74197054,shopping,MPS Hotnja,1583854987,"(45.69198322, 15.74197054)",HR
700,45.81567002,15.875748399999999,shopping,MPS Hotnja,1583854668,"(45.81567002, 15.875748399999999)",HR
701,45.63170068,18.69955659,shopping,Unikatni nakit Vranješ,1583854306,"(45.63170068, 18.69955659)",HR
702,45.50767025,16.37249351,transport,FORTY-TWO TAXI,1583855379,"(45.50767025, 16.37249351)",HR
703,46.15095523,14.44610953,food,Restavracija Evergreen,1583855389,"(46.15095523, 14.44610953)",SI
704,45.32725512,14.44410324,cafe,Chocoland,1583855511,"(45.32725512, 14.44410324)",HR
705,45.36158412,14.39210057,default,Cip Cop Igraonica,1583855529,"(45.36158412, 14.39210057)",HR
706,45.32747009,14.44443047,cafe,Slon Slastičarna,1583855603,"(45.32747009, 14.44443047)",HR
707,45.32715706,14.44373846,shopping,Supermajice.hr,1583855689,"(45.32715706, 14.44373846)",HR
708,45.32774918,14.43803608,lodging,Hotel Molo Longo,1583855768,"(45.32774918, 14.43803608)",HR
709,45.32749649,14.44449484,default,My Travel,1583855787,"(45.32749649, 14.44449484)",HR
710,46.0882188,14.4760859,food,Restravracija in pizzerija Angel,1583855815,"(46.0882188, 14.4760859)",SI
711,46.04906534,14.50895905,cafe,Grajska kavarna,1583855695,"(46.04906534, 14.50895905)",SI
712,46.04890897,14.50886786,food,Restavracija Strelec,1583855491,"(46.04890897, 14.50886786)",SI
713,46.05069605,14.50614274,cafe,Lolita,1583855611,"(46.05069605, 14.50614274)",SI
714,46.05467954,14.49296236,cafe,Caffe Bienale,1583856002,"(46.05467954, 14.49296236)",SI
715,46.05871858,14.50184584,food,Pizzeria Kampus,1583856294,"(46.05871858, 14.50184584)",SI
716,46.05335795,14.5052737,cafe,Šport Caffe,1583856324,"(46.05335795, 14.5052737)",SI
717,46.04911002,14.50885177,nightlife,Vinoteka Strelec,1583858828,"(46.04911002, 14.50885177)",SI
718,46.10814588,14.46111917,food,Gostilnica in pizzerija Kaval,1583859114,"(46.10814588, 14.46111917)",SI
719,46.1082091,14.46141422,cafe,Kavarnica Kaval Club,1583859217,"(46.1082091, 14.46141422)",SI
720,46.10825001,14.46083486,nightlife,Biljardnica Kaval,1583859315,"(46.10825001, 14.46083486)",SI
721,46.09829669,14.53555584,food,Element Restavracija,1583859451,"(46.09829669, 14.53555584)",SI
722,46.04014027,14.51131403,cafe,Špica Caffe,1583859581,"(46.04014027, 14.51131403)",SI
723,46.05058063,14.56344008,cafe,Kavarna Mao,1583859711,"(46.05058063, 14.56344008)",SI
724,45.92069557,14.22888279,default,Menard RA,1583860094,"(45.92069557, 14.22888279)",SI
725,46.23258539,14.368411300000002,shopping,A1,1583860392,"(46.23258539, 14.368411300000002)",SI
726,46.24313402,14.378437400000001,shopping,A1,1583860541,"(46.24313402, 14.378437400000001)",SI
727,46.01986082,14.53709006,shopping,A1,1583860871,"(46.01986082, 14.53709006)",SI
728,46.02199154,14.53542709,shopping,A1,1583861073,"(46.02199154, 14.53542709)",SI
729,46.10452703,14.53553975,shopping,A1,1583861272,"(46.10452703, 14.53553975)",SI
730,46.23702326,14.40873563,default,Estetika Fabjan,1583861741,"(46.23702326, 14.40873563)",SI
731,46.55445591,15.65368295,shopping,GSM aparati,1583862059,"(46.55445591, 15.65368295)",SI
732,46.54645405,15.619211199999999,shopping,GSM aparati,1583861921,"(46.54645405, 15.619211199999999)",SI
733,46.41827491,15.87903678,shopping,GSM aparati,1583862293,"(46.41827491, 15.87903678)",SI
734,47.17840288,8.517971635,lodging,Hotel Zugertor,1583870275,"(47.17840288, 8.517971635)",CH
735,46.17718947,14.61071134,grocery,Žito trgovina,1583912622,"(46.17718947, 14.61071134)",SI
736,46.16443616,14.3070209,sports,Velocenter,1583912722,"(46.16443616, 14.3070209)",SI
737,45.5462704,13.72585058,grocery,Žito kruharna Koper,1583912971,"(45.5462704, 13.72585058)",SI
738,45.70890269,13.8732326,grocery,Žito trgovina Sežana,1583913333,"(45.70890269, 13.8732326)",SI
739,46.05302661,14.50629294,food,Okrepčevalnica Ajda,1583913347,"(46.05302661, 14.50629294)",SI
740,46.05346963,14.50457633,food,Fast Food Ajda 2,1583913613,"(46.05346963, 14.50457633)",SI
741,46.55417924,15.64619958,grocery,Žito kruharna Center Maribor,1583913800,"(46.55417924, 15.64619958)",SI
742,46.0574492,14.50969398,food,Fast food Ajda,1583913989,"(46.0574492, 14.50969398)",SI
743,46.55400955,15.65371513,grocery,Žito trgovina Europark Maribor,1583914104,"(46.55400955, 15.65371513)",SI
744,45.93324411,-1.23581171,food,sarl courdavault alain,1583914156,"(45.93324411, -1.23581171)",FR
745,45.82060506,15.18218279,grocery,Žito kiosk Ločna Novo mesto,1583914319,"(45.82060506, 15.18218279)",SI
746,46.56092589,15.6600666,grocery,Žito trgovina Intes Maribor,1583914433,"(46.56092589, 15.6600666)",SI
747,46.53634397,15.65701962,grocery,Žito trgovina Tezno Maribor,1583914691,"(46.53634397, 15.65701962)",SI
748,46.50839495,15.69534302,grocery,Žito trgovina Miklavž Maribor,1583915376,"(46.50839495, 15.69534302)",SI
749,45.65499808,15.60665309,shopping,MPS Hotnja,1583918410,"(45.65499808, 15.60665309)",HR
750,45.58617306,16.04735076,shopping,MPS Hotnja,1583917517,"(45.58617306, 16.04735076)",HR
751,45.68438727,15.6997633,shopping,MPS Hotnja,1583854231,"(45.68438727, 15.6997633)",HR
752,45.80626232,15.93934894,shopping,MPS Hotnja,1583855145,"(45.80626232, 15.93934894)",HR
753,45.71546903,15.59299529,shopping,MPS Hotnja,1583918832,"(45.71546903, 15.59299529)",HR
754,46.05372651,14.50670063,cafe,M Caffe,1583919318,"(46.05372651, 14.50670063)",SI
755,46.34022106,15.42704165,grocery,Žito trgovina,1583920096,"(46.34022106, 15.42704165)",SI
756,46.35692111,14.16101754,grocery,Žito trgovina Hlebček,1583920105,"(46.35692111, 14.16101754)",SI
757,46.35692851,14.16092634,cafe,Žito bar Hlebček,1583919924,"(46.35692851, 14.16092634)",SI
758,45.95426765,15.49974024,grocery,Žito kiosk,1583919727,"(45.95426765, 15.49974024)",SI
759,45.81656359,15.15407324,grocery,Žito trgovina Sezam,1583914255,"(45.81656359, 15.15407324)",SI
760,45.7932138,14.36310053,grocery,Žito delikatesa,1583913250,"(45.7932138, 14.36310053)",SI
761,45.77361845,14.21243548,grocery,Žito trgovina,1583913147,"(45.77361845, 14.21243548)",SI
762,45.91780336,14.22931194,grocery,Žito trgovina,1583913077,"(45.91780336, 14.22931194)",SI
763,45.96304997,14.286518099999999,grocery,Žito trgovina Kruhek,1583912915,"(45.96304997, 14.286518099999999)",SI
764,45.96621201,14.297794099999999,grocery,Žito trgovina Jazon,1583912818,"(45.96621201, 14.297794099999999)",SI
765,46.09928244,14.54027653,grocery,Žito center,1583912738,"(46.09928244, 14.54027653)",SI
766,46.06793467,14.54184294,food,Ajda burgers and more,1583922642,"(46.06793467, 14.54184294)",SI
767,46.24189115,15.27740121,shopping,Optimist Online shop,1583922444,"(46.24189115, 15.27740121)",SI
768,46.06973975,14.54836071,grocery,Žito Diskont,1583922841,"(46.06973975, 14.54836071)",SI
769,45.68247594,14.19746876,sports,Velocenter,1583913024,"(45.68247594, 14.19746876)",SI
770,46.23993588,15.27733684,sports,Velocenter,1583913157,"(46.23993588, 15.27733684)",SI
771,46.65390649,16.1981231,sports,Velocenter,1583914245,"(46.65390649, 16.1981231)",SI
772,46.41953967,15.87459505,sports,Velocenter ,1583919540,"(46.41953967, 15.87459505)",SI
773,46.05375257,14.5027256,shopping,Omara Koncept,1583922974,"(46.05375257, 14.5027256)",SI
774,46.13823672,14.59794402,default,TaRICH frizerski studio,1583923010,"(46.13823672, 14.59794402)",SI
775,46.24367197,15.27864575,shopping,Trgovina Optimist,1583923098,"(46.24367197, 15.27864575)",SI
776,46.06796817,14.54182148,shopping,Omara,1583923099,"(46.06796817, 14.54182148)",SI
777,45.88712556,13.90814424,sports,Velocenter,1583912909,"(45.88712556, 13.90814424)",SI
778,46.04639207,14.50817585,shopping,Esenca online store,1583923494,"(46.04639207, 14.50817585)",SI
779,46.04740108,14.50641632,grocery,Pekarna Osem,1583923546,"(46.04740108, 14.50641632)",SI
780,46.06720146,14.54252958,shopping,Svet Križarjenj,1583931729,"(46.06720146, 14.54252958)",SI
781,46.06583178,14.58529472,shopping,Vse za otroke online store,1583931962,"(46.06583178, 14.58529472)",SI
782,45.70329091,13.868318799999999,shopping,Azure Film,1583932315,"(45.70329091, 13.868318799999999)",SI
783,46.04762075,14.499936100000001,default,SalON/OFF,1583932548,"(46.04762075, 14.499936100000001)",SI
784,45.70972306,13.85857701,shopping,PIT STOP  vulkanizerstvo - hitri servis,1583932595,"(45.70972306, 13.85857701)",SI
785,46.04763936,14.49993074,default,SalON/OFF,1583932609,"(46.04763936, 14.49993074)",SI
