Lat,Long,Venue_Type,Venue_Name,Created_On_Epoch,Created_On,Quarter,Year,Month
40.64157659,22.93404579,default,Ιωαννης Ιγγλεζακης,1517416865,1/31/2018,Quarter 1,2018,1
-34.91485842,-56.15495324,transport,Parking Aguilar Pocitos,1517417381,1/31/2018,Quarter 1,2018,1
-36.60409063,-72.1049881,sports,ENERGYM,1517419470,1/31/2018,Quarter 1,2018,1
36.51007164,-6.277812123,shopping,Amphora Games,1517431293,1/31/2018,Quarter 1,2018,1
48.10623478,-1.627237201,default,Novolinko,1534580934,8/18/2018,Quarter 3,2018,8
36.14296934,-5.447453856,default,Coworking InnoLab,1517431470,1/31/2018,Quarter 1,2018,1
51.74030066,7.661322355,default,Horn-Consulting UG (Haftungsbeschränkt),1517439043,1/31/2018,Quarter 1,2018,1
51.3772855,7.476475239,default,Horn-Consulting UG (Haftungsbeschränkt),1517439346,1/31/2018,Quarter 1,2018,1
-33.92709712,150.8956343,default,Ozzy Tyres Hoxton Park,1517452009,2/1/2018,Quarter 1,2018,2
51.93254413,4.539290071,default,iqonya natural interiors,1534679908,8/19/2018,Quarter 3,2018,8
6.160774226,-75.5926913,default,K2 Mugs,1517452039,2/1/2018,Quarter 1,2018,2
33.22553133,-96.98493361,default,"Lumen Solutions, Inc.",1517459582,2/1/2018,Quarter 1,2018,2
45.37890095,-73.94794464,default,House X bitcoins,1517460765,2/1/2018,Quarter 1,2018,2
51.5257938,-0.08377075195,transport,Lurento,1517475241,2/1/2018,Quarter 1,2018,2
46.05254264,14.51144278,default,Venera Shop,1542707911,11/20/2018,Quarter 4,2018,11
48.15954098,17.14587629,shopping,Muziker,1517496989,2/1/2018,Quarter 1,2018,2
39.95694563,32.90001869,shopping,Pediko,1517487955,2/1/2018,Quarter 1,2018,2
56.95578122,24.1222322,default,Beletage,1517501717,2/1/2018,Quarter 1,2018,2
54.71427469,25.29688954,shopping,LOOKBOOK,1532327930,7/23/2018,Quarter 3,2018,7
46.06601416,14.51764941,default,Venera shop,1542708089,11/20/2018,Quarter 4,2018,11
40.81380111,-73.96170437,shopping,Cryptoart,1517636399,2/3/2018,Quarter 1,2018,2
-31.74129772,-60.52031279,lodging,Hostel Parador 862,1517655443,2/3/2018,Quarter 1,2018,2
-23.50460956,-46.73987925,default,Lavanderia Branca Pura,1517683721,2/3/2018,Quarter 1,2018,2
45.45435094,7.864837646,shopping,unBuonCondominio,1517827316,2/5/2018,Quarter 1,2018,2
41.65325465,-4.726341963,sports,Elite Sport Minds,1517684873,2/3/2018,Quarter 1,2018,2
37.47635664,-122.083168,default,Cannabis Cowboy,1517698910,2/3/2018,Quarter 1,2018,2
59.41434335,24.85931396,sports,kodusport.ee,1517744678,2/4/2018,Quarter 1,2018,2
23.10483896,-82.43360102,lodging,Casa Arucas,1517868075,2/5/2018,Quarter 1,2018,2
23.12713444,-82.40887642,lodging,Casa Orquídea,1517868231,2/5/2018,Quarter 1,2018,2
23.12546697,-82.40743876,lodging,Casa Oralita,1517868367,2/5/2018,Quarter 1,2018,2
23.12606884,-82.4066931,lodging,Residencias Alfonso González,1517857331,2/5/2018,Quarter 1,2018,2
43.30631807,-3.419226408,default,EcoTejados,1517858601,2/5/2018,Quarter 1,2018,2
-25.55592532,-54.62366939,default,Atellier de Belleza,1517864568,2/5/2018,Quarter 1,2018,2
23.11921131,-82.41799057,lodging,Villa Apolonio,1517866822,2/5/2018,Quarter 1,2018,2
23.1296948,-82.41754532,lodging,Casa Jose Marta,1517867182,2/5/2018,Quarter 1,2018,2
23.12827403,-82.42049575,lodging,La Terraza de Mayra,1517867046,2/5/2018,Quarter 1,2018,2
40.6217421,22.95915127,food,SPITIKO,1517867909,2/5/2018,Quarter 1,2018,2
22.40654528,-79.96454716,lodging,Hostal Vista Park,1517868721,2/5/2018,Quarter 1,2018,2
21.8029827,-79.98624086,lodging,Hostal Canada,1517869109,2/5/2018,Quarter 1,2018,2
23.17028902,-82.12626815,lodging,Casa Lourdes,1517869597,2/5/2018,Quarter 1,2018,2
23.13062224,-82.35948086,lodging,Casa Don Miguel,1517869791,2/5/2018,Quarter 1,2018,2
49.2129366,15.88537216,food,Food4Life,1517870073,2/5/2018,Quarter 1,2018,2
-13.5140301,-71.98818326,attraction,CONDE TRAVEL,1517927387,2/6/2018,Quarter 1,2018,2
-13.51427525,-71.98805988,lodging,CONDE HOUSE ,1517928126,2/6/2018,Quarter 1,2018,2
49.19566437,16.60821676,shopping,SlimFOX,1517937138,2/6/2018,Quarter 1,2018,2
50.83010284,-1.223543286,default,Tuff Roots Garden Clearance,1517938020,2/6/2018,Quarter 1,2018,2
21.10298341,-75.81558824,lodging,Dulce Vida,1517944507,2/6/2018,Quarter 1,2018,2
22.61881916,-83.70752156,lodging,Casa de Griselda y Reinaldo,1517948675,2/6/2018,Quarter 1,2018,2
26.83142366,80.9438324,attraction,Neevinternational Valuers Architect Surveyors PMC N EPC LLP,1518006272,2/7/2018,Quarter 1,2018,2
26.8478271,80.98540664,default,Neevinternational Valuers Architect Surveyors Consultants LLP,1518006437,2/7/2018,Quarter 1,2018,2
44.46945659,14.95803237,food,Ribarska Koliba Šimuni ,1518012808,2/7/2018,Quarter 1,2018,2
-34.5896138,-58.40030551,default,SeSocio.com,1518017750,2/7/2018,Quarter 1,2018,2
10.49171521,-66.86345279,transport,Servicios Caribbean Assist,1518019774,2/7/2018,Quarter 1,2018,2
40.74803726,-73.98948669,default,Escort-Ads.com,1518024264,2/7/2018,Quarter 1,2018,2
34.04565453,-118.2569647,default,Escort-Ads.com,1518024563,2/7/2018,Quarter 1,2018,2
47.36500461,8.530561924,default,NetriX GmbH,1518032035,2/7/2018,Quarter 1,2018,2
40.58121209,-105.0758976,default,PyScape,1518034399,2/7/2018,Quarter 1,2018,2
25.66654586,-100.3080189,nightlife,Servicio DJ,1532392512,7/24/2018,Quarter 3,2018,7
42.193464,-122.7071451,lodging,Stratford Inn,1553784323,3/28/2019,Quarter 1,2019,3
46.06694093,14.54139233,default,Venera Shop BTC,1542708132,11/20/2018,Quarter 4,2018,11
46.01869858,14.52933311,food,Hot Horse - Rudnik,1542708148,11/20/2018,Quarter 4,2018,11
46.24520789,14.37828183,default,Venera Shop,1542708186,11/20/2018,Quarter 4,2018,11
26.64278385,-81.86313808,default,BitcoinCrypto.news,1518047905,2/7/2018,Quarter 1,2018,2
26.64543535,-81.86845422,default,BitcoinCrypto.news Education,1518048179,2/8/2018,Quarter 1,2018,2
20.58293924,-100.3951746,shopping,Nutrisoria,1518103229,2/8/2018,Quarter 1,2018,2
56.10019415,43.51324081,shopping,Chip2u.ru,1518105424,2/8/2018,Quarter 1,2018,2
42.46441397,-2.458545731,default,451.legal,1518107358,2/8/2018,Quarter 1,2018,2
45.76075316,8.560940623,food,Obic,1518126549,2/8/2018,Quarter 1,2018,2
3.429504158,-76.51608467,default,Virtual Solutions Corp.,1518181689,2/9/2018,Quarter 1,2018,2
42.19336214,-122.707135,cafe,Boulevard Coffee,1553784613,3/28/2019,Quarter 1,2019,3
1.2883388,103.8472313,default,BullionStar Pte Ltd,1532413843,7/24/2018,Quarter 3,2018,7
4.667291404,-74.05236304,default,Booster Apps SAS,1518156584,2/9/2018,Quarter 1,2018,2
4.597685545,-74.07458246,food,Magic Brownies,1518159259,2/9/2018,Quarter 1,2018,2
56.96978418,24.18272138,lodging,Bikeri rent,1518171318,2/9/2018,Quarter 1,2018,2
56.96946545,24.18184698,default,Steel welding,1518171529,2/9/2018,Quarter 1,2018,2
56.96005461,24.13941443,shopping,Bruklene Shop,1518172020,2/9/2018,Quarter 1,2018,2
42.92115239,143.2025331,nightlife,commune(obihiro),1532443017,7/24/2018,Quarter 3,2018,7
4.703658234,-74.04289484,default,Cajero Bitcoin Athena,1532444784,7/24/2018,Quarter 3,2018,7
4.642343587,-74.07570362,atm,Cajero Bitcoin Athena,1532445002,7/24/2018,Quarter 3,2018,7
4.601171882,-74.06996369,atm,Cajero Bitcoin Athena,1532445111,7/24/2018,Quarter 3,2018,7
54.61713579,39.72322583,default,Daddy Jobs,1518178234,2/9/2018,Quarter 1,2018,2
4.634248456,-74.115116,atm,Cajero Bitcoin Athena,1532445292,7/24/2018,Quarter 3,2018,7
8.975966737,-79.52195048,default,Virtual Solutions Corp.,1518179929,2/9/2018,Quarter 1,2018,2
65.91132399,78.22025299,transport,"ООО ""СРМ""",1518180645,2/9/2018,Quarter 1,2018,2
41.83351447,12.47038364,default,Pick Center Roma,1518597459,2/14/2018,Quarter 1,2018,2
4.689939361,-74.07027483,default,Virtual Solutions Corp.,1518180270,2/9/2018,Quarter 1,2018,2
55.90953086,38.02186847,default,"ООО ""СРМ""",1518180902,2/9/2018,Quarter 1,2018,2
26.03360037,-80.20875156,default,Virtual Solutions Corp.,1518181446,2/9/2018,Quarter 1,2018,2
10.99193409,-74.81785476,default,Virtual Solutions Corp.,1518180152,2/9/2018,Quarter 1,2018,2
39.74327978,-8.806614876,default,Pó de Arroz,1518599633,2/14/2018,Quarter 1,2018,2
34.8640933,-111.7634976,atm,Phoenix Crypto,1518149121,2/9/2018,Quarter 1,2018,2
6.247899397,-75.58892012,default,Virtual Solutions Corp.,1518181587,2/9/2018,Quarter 1,2018,2
0.8301039195,-77.63276339,atm,Compra Venta Bitcoins,1553785769,3/28/2019,Quarter 1,2019,3
49.89811765,14.29352939,shopping,E- shop Lodní krám,1518185907,2/9/2018,Quarter 1,2018,2
42.99453283,-71.47628903,default,Repairs & Plowing,1518278668,2/10/2018,Quarter 1,2018,2
42.91762466,-71.40037715,sports,Shalon Da-Nai,1518279224,2/10/2018,Quarter 1,2018,2
45.48439815,-122.4494934,default,Evan Burck Photo,1518366449,2/11/2018,Quarter 1,2018,2
41.41680819,-87.36291647,default,Mystic Waters Media,1518383971,2/11/2018,Quarter 1,2018,2
-33.0077188,-58.47010732,lodging,Cabañas Los Amigos,1518423377,2/12/2018,Quarter 1,2018,2
40.00907789,32.85701215,default,Muvo Interior Design,1518425454,2/12/2018,Quarter 1,2018,2
40.70875915,-74.00527418,default,Dr Andrew Black Chiropractor,1518464340,2/12/2018,Quarter 1,2018,2
52.51948845,1.047053933,default,Trippnology,1518480218,2/13/2018,Quarter 1,2018,2
-34.60137772,-58.43301237,default,Gamedia,1518481086,2/13/2018,Quarter 1,2018,2
51.16451706,71.42536998,default,ADN united,1518517759,2/13/2018,Quarter 1,2018,2
-16.91722822,145.7684952,transport,Mini Car Rentals,1518523654,2/13/2018,Quarter 1,2018,2
-16.91712044,145.7683825,default,Chopper's Motorcycle Tours & Hire,1518523867,2/13/2018,Quarter 1,2018,2
28.48871243,-16.32052839,atm,WamalaX,1518529068,2/13/2018,Quarter 1,2018,2
40.5219104,22.2009927,shopping,https://safewallet.gr,1518533403,2/13/2018,Quarter 1,2018,2
41.80928491,12.67925698,nightlife,Pibroch Premium pub,1518542420,2/13/2018,Quarter 1,2018,2
37.13931402,-8.01892519,shopping,OPTILOULÉ,1518549803,2/13/2018,Quarter 1,2018,2
-37.78465163,144.9825704,cafe,Breakfast@Timothys,1518550580,2/13/2018,Quarter 1,2018,2
54.98579273,-1.560230255,sports,Ted Winter Personal Training,1518558353,2/13/2018,Quarter 1,2018,2
37.52383517,126.9269693,default,etherlab,1518592050,2/14/2018,Quarter 1,2018,2
45.49500697,-73.57971489,shopping,Vape Nicotine Plus ,1518565254,2/13/2018,Quarter 1,2018,2
41.90689238,12.46693432,default,Pick Center Roma,1518597324,2/14/2018,Quarter 1,2018,2
37.52369902,126.9269103,default,coinsosik.com,1518591855,2/14/2018,Quarter 1,2018,2
41.90832563,12.46483147,default,Pick Center Roma,1518597391,2/14/2018,Quarter 1,2018,2
40.89872235,12.95459747,shopping,CIRO SANDOLO,1518683279,2/15/2018,Quarter 1,2018,2
50.25981345,14.51867938,default,Chiropraxe-MUDr.Toman s.r.o.,1518687857,2/15/2018,Quarter 1,2018,2
36.91915611,14.73678589,shopping,Film Vision di Raffaele Chiavola,1518688530,2/15/2018,Quarter 1,2018,2
42.20003827,14.44470406,default,evolvyze.com,1518692898,2/15/2018,Quarter 1,2018,2
41.90544713,12.53901601,default,Regex Media Srl,1518715886,2/15/2018,Quarter 1,2018,2
48.13060876,17.21400976,lodging,Penzión Hviezda,1518722669,2/15/2018,Quarter 1,2018,2
18.40598284,-66.07857406,default,El Printing,1518731567,2/15/2018,Quarter 1,2018,2
-33.30538929,-66.34207964,lodging,Alojamientos Leo,1518740724,2/16/2018,Quarter 1,2018,2
-31.41319479,-64.49980438,sports,Sierra Expediciones,1518740995,2/16/2018,Quarter 1,2018,2
39.48005565,-86.05517104,default,GPS Tracking Made Easy,1518745291,2/16/2018,Quarter 1,2018,2
27.98443484,-15.37846684,food,Salinetas Hot Dog,1518752516,2/16/2018,Quarter 1,2018,2
44.38833226,8.031311631,shopping,WIRELESS COMPUTER & TELEFONIA,1518768573,2/16/2018,Quarter 1,2018,2
34.67411891,135.4934728,food,らーめん二勢 ramen nisei,1518691846,2/15/2018,Quarter 1,2018,2
40.75443371,-73.99191141,shopping,"Midoma | SALON, GALLERY, BOUTIQUE",1518968754,2/18/2018,Quarter 1,2018,2
43.2689172,5.392720699,default,"William JEAN, Ostéopathe",1518978916,2/18/2018,Quarter 1,2018,2
-4.632355658,55.4560554,default,Game Technologies Ltd,1518983992,2/18/2018,Quarter 1,2018,2
48.84958751,2.349974513,default,"William JEAN, Ostéopathe",1518985982,2/18/2018,Quarter 1,2018,2
40.7346653,-74.06294703,atm,EasyBit Bitcoin ATM,1519002953,2/19/2018,Quarter 1,2018,2
-35.2492728,149.1346943,default,Panorama Accounting & Advisory,1519018392,2/19/2018,Quarter 1,2018,2
45.44893946,9.204284549,shopping,•ES• Collection Milano,1519138932,2/20/2018,Quarter 1,2018,2
60.35922455,-152.0634842,lodging,Rock Island Lodge,1519144227,2/20/2018,Quarter 1,2018,2
45.77952247,7.824969292,food,Snack Bar,1519149872,2/20/2018,Quarter 1,2018,2
24.78691474,-107.3938036,atm,Cajero Bitcoin,1519151323,2/20/2018,Quarter 1,2018,2
41.31971622,16.28001094,shopping,3 Store Barletta,1519175724,2/21/2018,Quarter 1,2018,2
41.26402855,15.89734302,shopping,3 Store Cerignola,1519175947,2/21/2018,Quarter 1,2018,2
41.51002748,15.33175886,shopping,3 Store Lucera,1519176186,2/21/2018,Quarter 1,2018,2
34.75759915,32.41222143,shopping,Lefkara Silver  Jewellery,1519193549,2/21/2018,Quarter 1,2018,2
49.04258713,14.29919958,lodging,Wellness Hotel Boží Oko,1518774037,2/16/2018,Quarter 1,2018,2
48.9789178,14.49498475,shopping,Webareal.cz,1518779125,2/16/2018,Quarter 1,2018,2
40.40888053,-3.676257133,shopping,JVA RENDERS,1518796904,2/16/2018,Quarter 1,2018,2
41.08135275,14.25413311,food,Al pollo d'oro di Mario Ambrosone,1518798430,2/16/2018,Quarter 1,2018,2
39.46625723,20.51252604,food,"Κρεοπωλείο ""Ο Μητρο-Λιάκος""",1518806138,2/16/2018,Quarter 1,2018,2
39.89571976,-8.283981085,shopping,JF- Soluções Informáticas,1518832289,2/17/2018,Quarter 1,2018,2
42.22284481,14.38841522,default,Dott.ssa Giuseppina d'Ambrosio,1518860949,2/17/2018,Quarter 1,2018,2
40.60819003,14.37960684,lodging,Maison Cipriani,1518945469,2/18/2018,Quarter 1,2018,2
49.81764847,17.17796087,default,Webový vývojář,1518945560,2/18/2018,Quarter 1,2018,2
45.03695896,11.78210735,default,Graphic Division,1519034095,2/19/2018,Quarter 1,2018,2
50.94916745,-0.1702129841,shopping,Vintage Velo,1518955623,2/18/2018,Quarter 1,2018,2
53.32637375,-2.235630977,shopping,Bitcoin Grotto,1518956055,2/18/2018,Quarter 1,2018,2
43.61959975,3.913246393,default,SoroS,1518967794,2/18/2018,Quarter 1,2018,2
45.03733045,11.78173721,default,Autoaccessorio Polesano,1519034648,2/19/2018,Quarter 1,2018,2
34.03132292,-118.4878922,default,The Iron Suit,1519043405,2/19/2018,Quarter 1,2018,2
45.45376014,11.65675163,default,MCA - Michele Cozza Architetto,1519042961,2/19/2018,Quarter 1,2018,2
41.47562805,2.097830772,default,Bufete Navarro,1519053189,2/19/2018,Quarter 1,2018,2
43.94210472,10.91997027,default,Autofficina Andrea,1519061616,2/19/2018,Quarter 1,2018,2
-31.41186254,-64.17143226,default,De Pronto Flash Cabina de Fotos,1519063765,2/19/2018,Quarter 1,2018,2
40.79108968,17.25919962,default,MALU' SRL,1519102332,2/20/2018,Quarter 1,2018,2
55.79178209,49.10344183,transport,"Автомойка ""Дельфин""",1519111559,2/20/2018,Quarter 1,2018,2
-23.00368582,-47.10813582,default,LGL Informática,1519126725,2/20/2018,Quarter 1,2018,2
45.46358087,-73.34631443,default,UNNO Inc.,1519133438,2/20/2018,Quarter 1,2018,2
6.242742791,-75.59976161,food,Marios Pizza,1574355669,11/21/2019,Quarter 4,2019,11
-34.5878208,-60.94430566,lodging,Casa Viva Hotel Boutique,1519389205,2/23/2018,Quarter 1,2018,2
-34.55280988,-58.47908199,default,Panacea Studio,1519223278,2/21/2018,Quarter 1,2018,2
2.971070174,-75.28913498,default,Kevin Sanchez,1519237447,2/21/2018,Quarter 1,2018,2
-31.80486207,-59.92866039,food,Parrilla A Fuego Lento,1519245995,2/21/2018,Quarter 1,2018,2
36.05600348,-115.209589,default,NocRoom ETN & Graft Mining Pool,1519251435,2/21/2018,Quarter 1,2018,2
41.14994046,-8.618688583,food,Moules Porto,1519256520,2/21/2018,Quarter 1,2018,2
-22.91030869,-43.17263782,food,Paladare,1519256709,2/21/2018,Quarter 1,2018,2
42.98513108,-85.69095075,atm,EasyBit,1519261098,2/22/2018,Quarter 1,2018,2
57.67073245,12.13623405,shopping,Backyard Hero BBQ Shop,1519295200,2/22/2018,Quarter 1,2018,2
41.17856918,-8.653841615,default,Estúdio Bossê Tattoo,1519310043,2/22/2018,Quarter 1,2018,2
-34.61275588,-58.36154222,lodging,Puerto Madero Apart,1519389553,2/23/2018,Quarter 1,2018,2
43.81860553,7.769767086,food,iLove Pizza Burger ,1519310790,2/22/2018,Quarter 1,2018,2
-34.03127846,18.43954325,lodging,Glen Avon Lodge Boutique Hotel,1519342652,2/22/2018,Quarter 1,2018,2
39.62235049,20.85187912,default,Dimitrios Ntaras,1519344770,2/23/2018,Quarter 1,2018,2
33.87054472,-117.9204816,cafe,Black Label Keg Brewing Co.,1519361652,2/23/2018,Quarter 1,2018,2
34.60151019,135.6941879,default,フリースタイル鍼灸接骨院,1519373502,2/23/2018,Quarter 1,2018,2
24.10636807,-110.3338534,default,DENTASTICA,1519441076,2/24/2018,Quarter 1,2018,2
39.46025619,-0.3764212132,default,tiovivo creativo,1519401336,2/23/2018,Quarter 1,2018,2
22.14635004,-80.44465721,lodging,Hostal Yuliet & Ariel,1519409101,2/23/2018,Quarter 1,2018,2
5.717262395,-72.92423055,shopping,Clínica Veterinaria Mascott,1519451211,2/24/2018,Quarter 1,2018,2
49.38133906,13.29692781,shopping,RÁJ PĚSTITELŮ,1519414072,2/23/2018,Quarter 1,2018,2
28.45850481,-16.28526807,default,Clínica Dental DGC,1519416599,2/23/2018,Quarter 1,2018,2
4.615705232,-74.0650177,nightlife,Domicilios a su rumba,1519438468,2/24/2018,Quarter 1,2018,2
-40.75757888,-71.66432261,cafe,Clubhouse AKOL,1519487265,2/24/2018,Quarter 1,2018,2
39.46497755,-0.3359252214,default,Panoramics360,1519493214,2/24/2018,Quarter 1,2018,2
10.24169825,-67.56583214,grocery,Tu Pana Charcutero CA,1519563558,2/25/2018,Quarter 1,2018,2
45.06819394,11.13504589,default,Studio Grafico Ceoloni,1534682067,8/19/2018,Quarter 3,2018,8
41.89620792,12.48553276,transport,Traslochi Roma Easy,1519567618,2/25/2018,Quarter 1,2018,2
55.69350331,37.53255844,attraction,Padejov Photo,1519587221,2/25/2018,Quarter 1,2018,2
54.77174416,56.02666855,default,Укладка Паркета,1519587443,2/25/2018,Quarter 1,2018,2
45.57912597,-122.6811773,shopping,Rainbeaux Farm,1519591946,2/25/2018,Quarter 1,2018,2
38.73526811,-9.138967395,shopping,UMZEROUM Computer Lab.,1519643440,2/26/2018,Quarter 1,2018,2
46.20703257,6.144621617,shopping,GALARDI MEDIA NETWORK,1519644273,2/26/2018,Quarter 1,2018,2
13.73529969,100.5616969,shopping,PUGNATORIUS Ltd.,1519655451,2/26/2018,Quarter 1,2018,2
66.34728635,26.3369751,shopping,Arctic Warriors online shop,1519656224,2/26/2018,Quarter 1,2018,2
45.80032747,24.13800359,shopping,Lullula,1519657195,2/26/2018,Quarter 1,2018,2
41.89404765,12.51114786,lodging,B&B Locanda Sant'Anna,1519662951,2/26/2018,Quarter 1,2018,2
23.0974721,-82.44761825,lodging,La Casona de Kiko,1519663211,2/26/2018,Quarter 1,2018,2
40.76569306,29.38376069,attraction,Ergün Biçer,1519666986,2/26/2018,Quarter 1,2018,2
38.03762214,23.77132416,shopping,Πυροσβεστήρες Χιώτης,1519671381,2/26/2018,Quarter 1,2018,2
50.06827909,14.43349779,attraction,EscapeTheRoom.cz,1519739623,2/27/2018,Quarter 1,2018,2
41.68334111,12.7788806,shopping,documentoveloce.it,1519683095,2/26/2018,Quarter 1,2018,2
35.1105883,-84.8275423,atm,EasyBit Bitcoin ATM,1519693390,2/27/2018,Quarter 1,2018,2
34.73991536,-86.59452796,atm,EasyBit Bitcoin ATM,1519693774,2/27/2018,Quarter 1,2018,2
38.42194869,15.90149224,shopping,THERMSTORE,1519717617,2/27/2018,Quarter 1,2018,2
41.11181404,14.20240402,default,Lavanderia self service,1519728797,2/27/2018,Quarter 1,2018,2
59.43510071,10.66800892,default,O Travel AS,1519733596,2/27/2018,Quarter 1,2018,2
51.39735818,21.16247356,default,"Techprint - Drukarnia, Pozycjonowanie stron",1519739869,2/27/2018,Quarter 1,2018,2
33.7351541,-118.0343199,sports,Carrozza Surfboards,1519756000,2/27/2018,Quarter 1,2018,2
4.878066183,-75.62947512,shopping,COEJE,1520008781,3/2/2018,Quarter 1,2018,3
-22.97499394,-43.36521506,default,21k Software Development,1520020335,3/2/2018,Quarter 1,2018,3
41.47463127,12.90790558,food,Tramezziamo,1519732714,2/27/2018,Quarter 1,2018,2
6.198677605,-75.56561172,atm,Cajero Bitcoin Athena,1532445924,7/24/2018,Quarter 3,2018,7
33.73904412,-118.0273247,sports,Carrozza Surfboards,1519755860,2/27/2018,Quarter 1,2018,2
34.13138017,-118.3447695,atm,YCO Bitcoin ATM,1519782398,2/28/2018,Quarter 1,2018,2
34.08394324,-118.2221174,atm,YCO Bitcoin ATM,1519782508,2/28/2018,Quarter 1,2018,2
-45.86078692,-67.48603106,lodging,Hotel Ventia,1519790398,2/28/2018,Quarter 1,2018,2
52.38589748,-1.539936662,default,Abyss Entertainment,1519815286,2/28/2018,Quarter 1,2018,2
58.35836427,7.547123143,food,Liberstad Kiosk & Kolonial,1519820204,2/28/2018,Quarter 1,2018,2
58.35838197,7.546749158,lodging,Liberstad Turist & Feriesenter,1519820309,2/28/2018,Quarter 1,2018,2
49.20084527,8.20299983,shopping,Freakycarpbaits,1519824130,2/28/2018,Quarter 1,2018,2
52.35150584,10.77087164,shopping,The earea Company ISA,1519833028,2/28/2018,Quarter 1,2018,2
52.3513846,10.77120423,shopping,The earea Company ISA,1519833341,2/28/2018,Quarter 1,2018,2
40.96889786,29.10874844,food,Taft Coffee Co.,1519835600,2/28/2018,Quarter 1,2018,2
49.00928305,14.48901415,shopping,BM Systém s.r.o.,1519839964,2/28/2018,Quarter 1,2018,2
19.04614072,-98.1101954,food,Papanoa´S Mariscos & Ostras,1519854947,2/28/2018,Quarter 1,2018,2
39.33463351,-8.938027024,cafe,Pastelaria Alcides,1519868325,3/1/2018,Quarter 1,2018,3
10.50736066,-66.91187873,default,Orion DevOps,1519874657,3/1/2018,Quarter 1,2018,3
55.76191035,37.6208353,default,Brandme.Agency,1519902392,3/1/2018,Quarter 1,2018,3
55.76186206,37.62070119,default,Brandme.Academy,1519902698,3/1/2018,Quarter 1,2018,3
54.99408091,73.37456346,default,Инвестиционный центр Криптон,1519976884,3/2/2018,Quarter 1,2018,3
54.99414246,73.37455273,default,Инвестиционный центр Криптон,1519976909,3/2/2018,Quarter 1,2018,3
55.73777238,37.71306038,default,Uservice,1519990007,3/2/2018,Quarter 1,2018,3
45.580166,8.258929253,shopping,Nuova Nordaffari srl,1520001977,3/2/2018,Quarter 1,2018,3
51.34164452,12.37846971,lodging,Trafford Sky Homes,1520008429,3/2/2018,Quarter 1,2018,3
-34.37731294,-55.23706377,shopping,Antar,1520091432,3/3/2018,Quarter 1,2018,3
11.00421415,-74.81315553,atm,Trixel S.A.S,1565300571,8/8/2019,Quarter 3,2019,8
50.07559206,14.43487108,default,Process Solutions Accountants Prague,1520093723,3/3/2018,Quarter 1,2018,3
50.78174393,14.22358811,default,Ordinace celostní medicíny,1520101931,3/3/2018,Quarter 1,2018,3
67.61254706,33.69350731,lodging,Apartments on Olympyskaya,1520109630,3/3/2018,Quarter 1,2018,3
46.05988743,6.581545472,shopping,Les Pensées d'Augustine,1520173355,3/4/2018,Quarter 1,2018,3
-36.31350419,-57.67766476,default,Burbujas,1520186943,3/4/2018,Quarter 1,2018,3
21.28829471,-157.7892065,lodging,Stillwater's House,1520226447,3/5/2018,Quarter 1,2018,3
10.38005544,-75.47863841,default,WeBlockchain,1520201528,3/4/2018,Quarter 1,2018,3
21.30917645,-157.8596199,default,"Decentralize Hawaii, Inc.",1520226539,3/5/2018,Quarter 1,2018,3
47.36702114,8.540845513,default,Apirone.com - Bitcoin Processing Provider,1520245772,3/5/2018,Quarter 1,2018,3
48.85823524,2.294490337,default,Apirone.com - Bitcoin Processing Provider,1520246009,3/5/2018,Quarter 1,2018,3
51.50067857,-0.1245886087,default,Apirone.com - Bitcoin Processing Provider,1520246382,3/5/2018,Quarter 1,2018,3
55.75251356,37.623142,default,Apirone.com - прием биткоин-платежей с поддержкой SegWit,1520246594,3/5/2018,Quarter 1,2018,3
51.90530738,-0.03570556641,trezor retailer,Toosolar Ltd,1520256736,3/5/2018,Quarter 1,2018,3
59.93662048,30.32211542,nightlife,Zavist STRIP-BAR,1520255136,3/5/2018,Quarter 1,2018,3
59.9364458,30.32634258,nightlife,Zavist GENTLEMEN-BAR,1520258986,3/5/2018,Quarter 1,2018,3
59.93677903,30.32943249,nightlife,Zavist TOPLESS-BAR,1520259314,3/5/2018,Quarter 1,2018,3
59.93537084,30.33523679,nightlife,Zavist CABARET-BAR,1520259704,3/5/2018,Quarter 1,2018,3
59.93490322,30.34762859,nightlife,Zavist SHOW-BAR,1520260627,3/5/2018,Quarter 1,2018,3
59.93093088,30.34811139,nightlife,Zavist LOUNGE-BAR,1520261297,3/5/2018,Quarter 1,2018,3
55.20838569,61.36237085,default,АВТОTREND,1520261541,3/5/2018,Quarter 1,2018,3
40.11030606,-82.94220686,attraction,Face Forward Aesthetics,1520264557,3/5/2018,Quarter 1,2018,3
46.05985392,14.49650824,food,Hot Horse TIVOLI,1542708203,11/20/2018,Quarter 4,2018,11
50.00121566,36.2363112,default,BronnTravel,1520266626,3/5/2018,Quarter 1,2018,3
37.55735325,14.85950232,default,Saja Orti Biointensivi,1520274994,3/5/2018,Quarter 1,2018,3
-34.55621179,-58.46106291,default,FUNCANDO,1520293025,3/5/2018,Quarter 1,2018,3
-36.84894676,174.8648411,default,Simplecrypto,1520299291,3/6/2018,Quarter 1,2018,3
-43.54489709,172.6545882,default,Bitcoin Consulting Limited,1520305458,3/6/2018,Quarter 1,2018,3
-41.80113897,172.3253846,cafe,Sweet Dream Bakery ,1520306177,3/6/2018,Quarter 1,2018,3
